log_id,employee_id,base,crew_type,month,total_duty_hrs,monthly_hour_cap,utilization_pct,n_pairings_flown,rest_violations,max_consecutive_days,redye_pairing_pct,fatigue_risk_score,called_out
91313,10252,DFW,Senior FA,2024-05,77.7,90,86.3,15,2,6,5.0,70.5,False
91314,10252,DFW,Senior FA,2024-06,75.3,90,83.7,13,0,6,16.5,52.3,True
91315,10253,DFW,Captain,2024-01,41.9,100,41.9,10,0,6,23.5,27.2,False
91316,10253,DFW,Captain,2024-02,73.7,100,73.7,15,0,6,21.8,41.8,False
91317,10253,DFW,Captain,2024-03,93.5,100,93.5,18,2,3,19.5,77.0,False
91318,10253,DFW,Captain,2024-04,63.6,100,63.6,10,0,6,16.4,39.2,False
91319,10253,DFW,Captain,2024-05,55.3,100,55.3,8,0,4,19.8,27.5,False
91320,10253,DFW,Captain,2024-06,99.8,100,99.8,15,2,6,5.7,71.3,False
91321,10255,DFW,Captain,2024-01,77.2,100,77.2,18,0,6,24.4,44.7,False
91322,10255,DFW,Captain,2024-02,97.5,100,97.5,15,2,4,6.9,70.1,False
91323,10255,DFW,Captain,2024-03,85.7,100,85.7,16,1,5,22.6,60.1,False
91324,10255,DFW,Captain,2024-04,72.5,100,72.5,16,0,6,0.4,41.6,False
91325,10255,DFW,Captain,2024-05,103.6,100,103.6,16,0,5,24.6,52.7,False
91326,10255,DFW,Captain,2024-06,84.4,100,84.4,16,0,4,10.3,45.2,False
91327,10257,DFW,Senior FA,2024-01,94.5,90,105.0,21,1,4,4.2,68.7,False
91328,10257,DFW,Senior FA,2024-02,64.1,90,71.2,10,0,7,23.8,40.9,False
91329,10257,DFW,Senior FA,2024-03,51.9,90,57.7,12,0,5,19.4,36.6,False
91330,10257,DFW,Senior FA,2024-04,86.5,90,96.1,22,1,4,11.3,64.2,False
91331,10257,DFW,Senior FA,2024-05,91.0,90,101.1,15,2,5,21.4,75.9,False
91332,10257,DFW,Senior FA,2024-06,94.5,90,105.0,17,1,4,0.3,59.4,False
91333,10258,DFW,Flight Attendant,2024-01,94.5,90,105.0,22,0,7,4.9,53.6,False
91334,10258,DFW,Flight Attendant,2024-02,48.0,90,53.3,13,0,7,21.6,39.7,False
91335,10258,DFW,Flight Attendant,2024-03,94.5,90,105.0,23,0,4,3.5,51.0,False
91336,10258,DFW,Flight Attendant,2024-04,47.0,90,52.2,12,0,6,12.4,28.7,False
91337,10258,DFW,Flight Attendant,2024-05,76.7,90,85.2,20,0,6,0.0,47.2,False
91338,10258,DFW,Flight Attendant,2024-06,94.5,90,105.0,15,1,4,23.2,71.4,True
91339,10259,DFW,Captain,2024-01,56.9,100,56.9,15,0,5,21.4,33.5,True
91340,10259,DFW,Captain,2024-02,105.0,100,105.0,18,0,5,12.2,61.0,False
91341,10259,DFW,Captain,2024-03,56.8,100,56.8,10,0,6,0.5,30.2,True
91342,10259,DFW,Captain,2024-04,105.0,100,105.0,17,2,4,19.6,75.1,False
91343,10259,DFW,Captain,2024-05,66.0,100,66.0,17,0,3,4.4,34.8,False
91344,10259,DFW,Captain,2024-06,39.0,100,39.0,10,0,4,16.5,24.2,False
91345,10260,DFW,Senior FA,2024-01,94.5,90,105.0,22,0,6,13.9,52.4,False
91346,10260,DFW,Senior FA,2024-02,52.5,90,58.3,12,0,5,4.1,28.8,False
91347,10260,DFW,Senior FA,2024-03,50.4,90,56.0,13,0,4,7.1,26.4,False
91348,10260,DFW,Senior FA,2024-04,63.4,90,70.4,10,0,5,1.3,29.0,False
91349,10260,DFW,Senior FA,2024-05,94.5,90,105.0,21,0,5,16.6,57.9,False
91350,10260,DFW,Senior FA,2024-06,94.5,90,105.0,23,0,7,5.9,63.5,False
91351,10262,DFW,First Officer,2024-01,44.4,100,44.4,8,0,6,10.8,20.8,False
91352,10262,DFW,First Officer,2024-02,105.0,100,105.0,17,0,3,11.2,56.4,False
91353,10262,DFW,First Officer,2024-03,105.0,100,105.0,18,2,5,0.1,79.1,False
91354,10262,DFW,First Officer,2024-04,69.4,100,69.4,16,0,6,1.3,31.6,False
91355,10262,DFW,First Officer,2024-05,90.6,100,90.6,14,2,3,17.1,75.7,False
91356,10262,DFW,First Officer,2024-06,94.3,100,94.3,15,0,5,12.3,43.7,False
91357,10263,DFW,Flight Attendant,2024-01,43.3,90,48.1,10,0,7,16.5,26.0,False
91358,10263,DFW,Flight Attendant,2024-02,94.5,90,105.0,21,0,6,0.6,54.1,False
91359,10263,DFW,Flight Attendant,2024-03,94.5,90,105.0,22,2,6,4.8,78.2,False
91360,10263,DFW,Flight Attendant,2024-04,81.4,90,90.4,17,0,6,16.4,52.1,False
91361,10263,DFW,Flight Attendant,2024-05,68.1,90,75.7,16,0,4,1.5,41.5,False
91362,10263,DFW,Flight Attendant,2024-06,53.5,90,59.4,14,0,4,14.9,32.2,False
91363,10264,DFW,Flight Attendant,2024-01,94.5,90,105.0,16,1,7,17.8,68.6,True
91364,10264,DFW,Flight Attendant,2024-02,94.5,90,105.0,21,1,7,2.1,61.7,False
91365,10264,DFW,Flight Attendant,2024-03,94.5,90,105.0,21,2,7,11.6,79.8,False
91366,10264,DFW,Flight Attendant,2024-04,94.5,90,105.0,16,2,4,20.1,82.2,False
91367,10264,DFW,Flight Attendant,2024-05,51.4,90,57.1,10,0,5,1.3,26.8,True
91368,10264,DFW,Flight Attendant,2024-06,56.3,90,62.6,14,0,5,3.1,27.8,False
91369,10265,DFW,Flight Attendant,2024-01,94.5,90,105.0,20,1,7,1.0,65.9,True
91370,10265,DFW,Flight Attendant,2024-02,49.5,90,55.0,14,0,7,9.4,26.4,False
91371,10265,DFW,Flight Attendant,2024-03,55.0,90,61.1,10,0,4,15.2,31.9,False
91372,10265,DFW,Flight Attendant,2024-04,55.4,90,61.6,14,0,4,24.7,38.2,True
91373,10265,DFW,Flight Attendant,2024-05,94.5,90,105.0,17,2,5,8.3,80.6,False
91374,10265,DFW,Flight Attendant,2024-06,58.5,90,65.0,12,0,5,4.4,33.0,False
91375,10266,DFW,Senior FA,2024-01,81.0,90,90.0,19,0,6,14.1,50.1,False
91376,10266,DFW,Senior FA,2024-02,73.6,90,81.8,11,0,4,7.5,38.0,False
91377,10266,DFW,Senior FA,2024-03,51.3,90,57.0,12,0,6,6.2,26.6,False
91378,10266,DFW,Senior FA,2024-04,55.7,90,61.9,11,0,4,23.6,36.1,False
91379,10266,DFW,Senior FA,2024-05,64.0,90,71.1,18,0,7,21.8,39.9,False
91380,10266,DFW,Senior FA,2024-06,71.5,90,79.4,13,0,6,9.4,43.2,True
91381,10268,DFW,Flight Attendant,2024-01,94.5,90,105.0,18,2,5,19.1,84.7,True
91382,10268,DFW,Flight Attendant,2024-02,63.2,90,70.2,11,0,7,10.5,37.5,False
91383,10268,DFW,Flight Attendant,2024-03,94.5,90,105.0,23,0,6,8.6,60.6,False
91384,10268,DFW,Flight Attendant,2024-04,64.0,90,71.1,11,0,6,18.0,41.8,True
91385,10268,DFW,Flight Attendant,2024-05,94.5,90,105.0,16,0,7,22.6,57.9,False
91386,10268,DFW,Flight Attendant,2024-06,69.6,90,77.3,13,0,5,2.3,37.3,False
91387,10269,DFW,Flight Attendant,2024-01,94.5,90,105.0,21,0,6,15.6,60.2,False
91388,10269,DFW,Flight Attendant,2024-02,94.5,90,105.0,22,2,6,16.5,75.8,True
91389,10269,DFW,Flight Attendant,2024-03,54.2,90,60.2,14,0,7,5.8,30.4,False
91390,10269,DFW,Flight Attendant,2024-04,94.5,90,105.0,22,0,5,24.1,55.9,False
91391,10269,DFW,Flight Attendant,2024-05,71.1,90,79.0,11,0,6,24.4,49.0,False
91392,10269,DFW,Flight Attendant,2024-06,61.6,90,68.4,12,0,6,18.4,39.4,True
91393,10271,DFW,Flight Attendant,2024-01,72.4,90,80.4,13,0,6,11.5,45.0,True
91394,10271,DFW,Flight Attendant,2024-02,53.6,90,59.6,14,0,5,3.6,28.5,True
91395,10271,DFW,Flight Attendant,2024-03,37.7,90,41.9,10,0,7,6.6,20.8,False
91396,10271,DFW,Flight Attendant,2024-04,77.3,90,85.9,18,2,5,20.8,72.1,False
91397,10271,DFW,Flight Attendant,2024-05,94.5,90,105.0,21,2,7,12.1,74.0,False
91398,10271,DFW,Flight Attendant,2024-06,67.6,90,75.1,16,0,7,2.8,35.9,False
91399,10272,DFW,Captain,2024-01,60.0,100,60.0,14,0,3,5.0,29.5,False
91400,10272,DFW,Captain,2024-02,86.6,100,86.6,16,0,5,24.7,49.8,False
91401,10272,DFW,Captain,2024-03,61.2,100,61.2,11,0,6,20.6,31.6,False
91402,10272,DFW,Captain,2024-04,100.2,100,100.2,15,1,3,22.5,60.0,False
91403,10272,DFW,Captain,2024-05,74.3,100,74.3,11,0,3,21.0,41.6,False
91404,10272,DFW,Captain,2024-06,56.2,100,56.2,12,0,3,20.6,30.8,False
91405,10273,DFW,Flight Attendant,2024-01,41.0,90,45.6,10,0,4,2.2,23.3,False
91406,10273,DFW,Flight Attendant,2024-02,94.5,90,105.0,18,2,5,18.3,81.8,True
91407,10273,DFW,Flight Attendant,2024-03,94.5,90,105.0,19,2,7,18.8,81.1,True
91408,10273,DFW,Flight Attendant,2024-04,85.3,90,94.8,13,0,5,19.8,53.1,False
91409,10273,DFW,Flight Attendant,2024-05,80.8,90,89.8,23,1,6,20.8,66.4,False
91410,10273,DFW,Flight Attendant,2024-06,75.9,90,84.3,14,0,4,24.4,47.3,False
91411,10274,DFW,Flight Attendant,2024-01,45.5,90,50.6,11,0,7,15.3,29.2,True
91412,10274,DFW,Flight Attendant,2024-02,94.5,90,105.0,19,2,7,12.3,74.9,True
91413,10274,DFW,Flight Attendant,2024-03,80.4,90,89.3,14,0,6,4.9,45.2,False
91414,10274,DFW,Flight Attendant,2024-04,69.1,90,76.8,14,0,5,12.7,45.0,False
91415,10274,DFW,Flight Attendant,2024-05,89.7,90,99.7,15,0,6,17.6,53.6,False
91416,10274,DFW,Flight Attendant,2024-06,94.5,90,105.0,23,0,6,10.6,51.6,False
91417,10275,DFW,Captain,2024-01,105.0,100,105.0,19,1,5,21.4,68.9,False
91418,10275,DFW,Captain,2024-02,39.1,100,39.1,10,0,3,20.6,27.3,False
91419,10275,DFW,Captain,2024-03,102.8,100,102.8,19,2,5,22.2,81.8,True
91420,10275,DFW,Captain,2024-04,97.0,100,97.0,14,0,4,10.2,50.0,False
91421,10275,DFW,Captain,2024-05,49.2,100,49.2,12,0,5,3.9,25.6,True
91422,10275,DFW,Captain,2024-06,42.9,100,42.9,12,0,4,14.3,28.9,False
91423,10276,DFW,Flight Attendant,2024-01,45.3,90,50.3,12,0,6,16.3,24.1,False
91424,10276,DFW,Flight Attendant,2024-02,72.9,90,81.0,11,0,7,3.7,43.4,False
91425,10276,DFW,Flight Attendant,2024-03,88.4,90,98.2,18,2,5,13.4,75.8,False
91426,10276,DFW,Flight Attendant,2024-04,82.7,90,91.9,22,0,7,11.1,41.6,False
91427,10276,DFW,Flight Attendant,2024-05,94.5,90,105.0,17,0,6,17.4,58.9,False
91428,10276,DFW,Flight Attendant,2024-06,94.5,90,105.0,20,0,6,20.3,57.7,False
91429,10277,DFW,Captain,2024-01,63.5,100,63.5,18,0,6,12.2,37.7,False
91430,10277,DFW,Captain,2024-02,82.7,100,82.7,19,0,3,23.4,49.1,True
91431,10277,DFW,Captain,2024-03,79.2,100,79.2,16,0,4,16.4,45.8,True
91432,10277,DFW,Captain,2024-04,80.0,100,80.0,15,0,3,0.2,39.6,False
91433,10277,DFW,Captain,2024-05,67.3,100,67.3,17,0,5,22.7,39.3,False
91434,10277,DFW,Captain,2024-06,57.5,100,57.5,15,0,3,10.3,31.2,False
91435,10278,DFW,Flight Attendant,2024-01,88.5,90,98.3,13,1,6,15.0,60.6,True
91436,10278,DFW,Flight Attendant,2024-02,93.2,90,103.6,17,0,7,7.9,48.2,False
91437,10278,DFW,Flight Attendant,2024-03,94.5,90,105.0,22,2,6,23.1,77.2,False
91438,10278,DFW,Flight Attendant,2024-04,94.3,90,104.8,19,1,6,7.7,65.3,True
91439,10278,DFW,Flight Attendant,2024-05,94.5,90,105.0,19,2,5,13.2,78.3,False
91440,10278,DFW,Flight Attendant,2024-06,92.0,90,102.2,21,0,4,7.1,54.0,False
91441,10280,DFW,Senior FA,2024-01,80.5,90,89.4,20,1,6,14.1,60.8,True
91442,10280,DFW,Senior FA,2024-02,94.5,90,105.0,18,0,7,4.0,52.7,True
91443,10280,DFW,Senior FA,2024-03,62.1,90,69.0,12,0,7,12.4,40.2,True
91444,10280,DFW,Senior FA,2024-04,46.2,90,51.3,13,0,6,15.2,32.4,False
91445,10280,DFW,Senior FA,2024-05,94.5,90,105.0,21,2,6,18.2,82.5,False
91446,10280,DFW,Senior FA,2024-06,60.3,90,67.0,10,0,7,23.3,37.4,True
91447,10281,DFW,First Officer,2024-01,35.8,100,35.8,8,0,4,7.9,22.8,False
91448,10281,DFW,First Officer,2024-02,57.8,100,57.8,11,0,4,4.0,27.0,True
91449,10281,DFW,First Officer,2024-03,88.6,100,88.6,15,0,6,7.2,46.2,False
91450,10281,DFW,First Officer,2024-04,74.3,100,74.3,15,0,5,14.3,44.3,False
91451,10281,DFW,First Officer,2024-05,46.9,100,46.9,10,0,6,16.0,26.3,True
91452,10281,DFW,First Officer,2024-06,38.9,100,38.9,10,0,4,13.3,24.5,False
91453,10282,DFW,Captain,2024-01,103.6,100,103.6,19,2,3,15.1,83.2,False
91454,10282,DFW,Captain,2024-02,60.5,100,60.5,12,0,4,14.7,34.8,False
91455,10282,DFW,Captain,2024-03,47.1,100,47.1,9,0,6,13.4,23.0,False
91456,10282,DFW,Captain,2024-04,99.9,100,99.9,16,2,5,23.9,77.0,True
91457,10282,DFW,Captain,2024-05,62.6,100,62.6,9,0,3,19.5,35.0,False
91458,10282,DFW,Captain,2024-06,83.0,100,83.0,13,0,6,23.5,47.9,True
91459,10283,DFW,First Officer,2024-01,94.7,100,94.7,16,1,3,21.0,66.6,True
91460,10283,DFW,First Officer,2024-02,53.7,100,53.7,14,0,6,10.9,32.1,False
91461,10283,DFW,First Officer,2024-03,53.8,100,53.8,15,0,6,14.4,30.1,False
91462,10283,DFW,First Officer,2024-04,69.6,100,69.6,12,0,3,10.5,40.2,False
91463,10283,DFW,First Officer,2024-05,102.3,100,102.3,16,0,6,9.1,54.5,False
91464,10283,DFW,First Officer,2024-06,91.3,100,91.3,15,2,4,20.7,74.6,True
91465,10284,DFW,Flight Attendant,2024-01,88.8,90,98.7,15,2,4,6.8,78.7,False
91466,10284,DFW,Flight Attendant,2024-02,61.0,90,67.8,14,0,5,8.9,34.5,False
91467,10284,DFW,Flight Attendant,2024-03,94.5,90,105.0,20,1,7,8.8,67.5,False
91468,10284,DFW,Flight Attendant,2024-04,73.2,90,81.3,11,0,7,21.1,48.8,False
91469,10284,DFW,Flight Attendant,2024-05,93.2,90,103.6,19,0,5,14.4,55.8,True
91470,10284,DFW,Flight Attendant,2024-06,94.5,90,105.0,22,2,4,9.0,83.3,False
91471,10285,DFW,Flight Attendant,2024-01,45.8,90,50.9,11,0,5,11.5,28.1,True
91472,10285,DFW,Flight Attendant,2024-02,94.5,90,105.0,23,2,7,19.5,78.9,False
91473,10285,DFW,Flight Attendant,2024-03,56.5,90,62.8,12,0,4,17.3,41.6,False
91474,10285,DFW,Flight Attendant,2024-04,66.4,90,73.8,12,0,4,15.1,38.0,False
91475,10285,DFW,Flight Attendant,2024-05,94.5,90,105.0,16,2,4,16.7,83.3,False
91476,10285,DFW,Flight Attendant,2024-06,94.5,90,105.0,22,1,6,21.4,74.2,False
91477,10286,DFW,Senior FA,2024-01,38.4,90,42.7,10,0,7,11.6,26.1,False
91478,10286,DFW,Senior FA,2024-02,94.5,90,105.0,15,1,5,13.5,64.5,False
91479,10286,DFW,Senior FA,2024-03,94.5,90,105.0,20,1,5,13.3,72.7,False
91480,10286,DFW,Senior FA,2024-04,94.5,90,105.0,21,0,5,10.7,58.0,False
91481,10286,DFW,Senior FA,2024-05,80.0,90,88.9,14,2,5,12.2,70.6,True
91482,10286,DFW,Senior FA,2024-06,94.5,90,105.0,17,0,7,14.0,53.0,True
91483,10287,DFW,First Officer,2024-01,72.0,100,72.0,14,0,6,5.2,34.9,True
91484,10287,DFW,First Officer,2024-02,76.6,100,76.6,15,0,3,10.2,37.6,False
91485,10287,DFW,First Officer,2024-03,62.2,100,62.2,9,0,4,8.7,40.2,False
91486,10287,DFW,First Officer,2024-04,81.9,100,81.9,19,0,5,16.3,45.0,True
91487,10287,DFW,First Officer,2024-05,82.8,100,82.8,15,0,4,12.0,42.5,False
91488,10287,DFW,First Officer,2024-06,82.8,100,82.8,15,0,4,22.3,46.5,False
91489,10288,DFW,Flight Attendant,2024-01,81.1,90,90.1,18,2,7,10.3,67.6,False
91490,10288,DFW,Flight Attendant,2024-02,78.6,90,87.3,14,1,7,17.5,57.3,False
91491,10288,DFW,Flight Attendant,2024-03,94.5,90,105.0,20,1,6,14.3,69.4,False
91492,10288,DFW,Flight Attendant,2024-04,51.5,90,57.2,13,0,6,14.2,29.0,True
91493,10288,DFW,Flight Attendant,2024-05,80.2,90,89.1,22,0,4,24.1,56.1,False
91494,10288,DFW,Flight Attendant,2024-06,73.2,90,81.3,19,0,4,16.7,43.1,False
91495,10289,DFW,Senior FA,2024-01,62.4,90,69.3,17,0,7,17.3,39.9,False
91496,10289,DFW,Senior FA,2024-02,66.1,90,73.4,15,0,7,13.4,35.0,False
91497,10289,DFW,Senior FA,2024-03,88.5,90,98.3,23,1,5,7.2,62.5,False
91498,10289,DFW,Senior FA,2024-04,42.2,90,46.9,11,0,5,18.1,28.8,True
91499,10289,DFW,Senior FA,2024-05,94.5,90,105.0,21,2,5,0.1,80.6,False
91500,10289,DFW,Senior FA,2024-06,94.5,90,105.0,20,1,6,21.8,72.1,False
91501,10290,DFW,Flight Attendant,2024-01,53.0,90,58.9,12,0,7,22.6,39.2,False
91502,10290,DFW,Flight Attendant,2024-02,49.3,90,54.8,13,0,6,24.7,36.5,False
91503,10290,DFW,Flight Attendant,2024-03,50.7,90,56.3,10,0,6,3.5,26.3,False
91504,10290,DFW,Flight Attendant,2024-04,52.5,90,58.3,10,0,6,23.0,31.2,False
91505,10290,DFW,Flight Attendant,2024-05,94.5,90,105.0,23,2,4,2.1,77.6,True
91506,10290,DFW,Flight Attendant,2024-06,49.1,90,54.6,12,0,4,21.3,34.5,True
91507,10291,DFW,First Officer,2024-01,32.9,100,32.9,8,0,3,11.3,16.5,True
91508,10291,DFW,First Officer,2024-02,75.5,100,75.5,11,0,6,2.7,37.9,False
91509,10291,DFW,First Officer,2024-03,76.8,100,76.8,15,0,6,24.2,46.4,False
91510,10291,DFW,First Officer,2024-04,43.3,100,43.3,11,0,6,0.2,17.9,True
91511,10291,DFW,First Officer,2024-05,87.4,100,87.4,18,0,3,6.2,50.6,True
91512,10291,DFW,First Officer,2024-06,65.8,100,65.8,12,0,4,16.8,36.1,True
91513,10292,DFW,First Officer,2024-01,46.1,100,46.1,12,0,6,9.9,23.9,False
91514,10292,DFW,First Officer,2024-02,41.3,100,41.3,9,0,4,10.9,23.7,False
91515,10292,DFW,First Officer,2024-03,49.4,100,49.4,9,0,4,8.5,20.3,True
91516,10292,DFW,First Officer,2024-04,54.8,100,54.8,8,0,6,7.5,29.6,False
91517,10292,DFW,First Officer,2024-05,82.0,100,82.0,13,0,5,9.5,42.2,True
91518,10292,DFW,First Officer,2024-06,50.7,100,50.7,9,0,3,16.6,31.7,True
91519,10293,DFW,Flight Attendant,2024-01,44.9,90,49.9,11,0,7,7.9,23.5,True
91520,10293,DFW,Flight Attendant,2024-02,94.5,90,105.0,23,1,5,9.2,66.1,False
91521,10293,DFW,Flight Attendant,2024-03,56.3,90,62.6,14,0,4,6.5,37.3,False
91522,10293,DFW,Flight Attendant,2024-04,62.3,90,69.2,12,0,7,7.1,38.6,False
91523,10293,DFW,Flight Attendant,2024-05,60.6,90,67.3,10,0,6,14.0,37.4,False
91524,10293,DFW,Flight Attendant,2024-06,65.4,90,72.7,13,0,4,15.6,39.4,False
91525,10295,DFW,Flight Attendant,2024-01,74.6,90,82.9,14,0,7,17.4,42.8,False
91526,10295,DFW,Flight Attendant,2024-02,94.5,90,105.0,21,2,7,19.7,78.9,True
91527,10295,DFW,Flight Attendant,2024-03,89.0,90,98.9,13,0,6,2.3,44.6,False
91528,10295,DFW,Flight Attendant,2024-04,94.5,90,105.0,22,2,5,11.8,82.3,False
91529,10295,DFW,Flight Attendant,2024-05,63.6,90,70.7,17,0,7,18.9,38.4,True
91530,10295,DFW,Flight Attendant,2024-06,85.9,90,95.4,21,0,7,11.0,49.2,False
91531,10296,DFW,Flight Attendant,2024-01,57.1,90,63.4,15,0,6,24.3,41.4,False
91532,10296,DFW,Flight Attendant,2024-02,94.5,90,105.0,17,1,7,4.3,62.4,False
91533,10296,DFW,Flight Attendant,2024-03,86.9,90,96.6,13,2,6,9.4,73.5,False
91534,10296,DFW,Flight Attendant,2024-04,76.6,90,85.1,15,0,4,17.0,44.3,True
91535,10296,DFW,Flight Attendant,2024-05,58.0,90,64.4,15,0,5,20.0,36.1,True
91536,10296,DFW,Flight Attendant,2024-06,94.5,90,105.0,22,0,5,21.6,60.2,False
91537,10297,DFW,First Officer,2024-01,37.9,100,37.9,8,0,5,6.9,18.9,False
91538,10297,DFW,First Officer,2024-02,86.7,100,86.7,14,1,4,13.7,56.8,True
91539,10297,DFW,First Officer,2024-03,91.5,100,91.5,19,1,6,18.4,59.8,True
91540,10297,DFW,First Officer,2024-04,80.6,100,80.6,13,0,3,16.6,46.8,True
91541,10297,DFW,First Officer,2024-05,63.7,100,63.7,11,0,4,23.1,44.3,False
91542,10297,DFW,First Officer,2024-06,56.7,100,56.7,16,0,5,19.5,36.9,False
91543,10298,DFW,Senior FA,2024-01,84.1,90,93.4,20,0,6,19.0,52.0,False
91544,10298,DFW,Senior FA,2024-02,91.4,90,101.6,22,0,7,23.4,55.8,False
91545,10298,DFW,Senior FA,2024-03,94.5,90,105.0,23,1,5,13.3,72.3,False
91546,10298,DFW,Senior FA,2024-04,89.4,90,99.3,16,2,6,7.0,73.9,False
91547,10298,DFW,Senior FA,2024-05,57.6,90,64.0,12,0,4,3.2,27.6,False
91548,10298,DFW,Senior FA,2024-06,52.9,90,58.8,11,0,7,1.9,27.9,False
91549,10299,DFW,Senior FA,2024-01,94.5,90,105.0,21,1,6,8.5,67.1,True
91550,10299,DFW,Senior FA,2024-02,61.3,90,68.1,10,0,4,21.8,43.5,False
91551,10299,DFW,Senior FA,2024-03,94.5,90,105.0,22,1,4,8.3,68.4,False
91552,10299,DFW,Senior FA,2024-04,53.8,90,59.8,13,0,4,18.7,33.8,False
91553,10299,DFW,Senior FA,2024-05,67.3,90,74.8,19,0,4,12.4,38.8,False
91554,10299,DFW,Senior FA,2024-06,87.1,90,96.8,15,1,7,21.0,67.1,False
91555,10300,DFW,Flight Attendant,2024-01,86.8,90,96.4,17,0,5,3.3,51.1,False
91556,10300,DFW,Flight Attendant,2024-02,79.6,90,88.4,15,1,7,23.9,61.2,True
91557,10300,DFW,Flight Attendant,2024-03,55.6,90,61.8,15,0,7,0.9,33.7,False
91558,10300,DFW,Flight Attendant,2024-04,63.6,90,70.7,16,0,6,0.3,34.1,False
91559,10300,DFW,Flight Attendant,2024-05,76.0,90,84.4,15,0,6,20.7,44.0,False
91560,10300,DFW,Flight Attendant,2024-06,94.0,90,104.4,15,1,5,5.6,69.1,False
91561,10301,DFW,Captain,2024-01,46.1,100,46.1,10,0,6,18.1,29.2,False
91562,10301,DFW,Captain,2024-02,49.4,100,49.4,12,0,6,11.5,28.0,False
91563,10301,DFW,Captain,2024-03,54.8,100,54.8,8,0,5,20.0,37.4,True
91564,10301,DFW,Captain,2024-04,57.2,100,57.2,14,0,5,3.1,27.2,False
91565,10301,DFW,Captain,2024-05,84.6,100,84.6,13,0,3,7.3,43.2,False
91566,10301,DFW,Captain,2024-06,92.6,100,92.6,17,0,3,15.5,51.5,False
91567,10302,DFW,Captain,2024-01,37.3,100,37.3,9,0,6,20.2,20.0,False
91568,10302,DFW,Captain,2024-02,29.4,100,29.4,8,0,4,22.8,17.2,False
91569,10302,DFW,Captain,2024-03,105.0,100,105.0,18,2,6,9.0,81.1,False
91570,10302,DFW,Captain,2024-04,69.5,100,69.5,14,0,5,16.9,40.7,False
91571,10302,DFW,Captain,2024-05,36.6,100,36.6,9,0,6,6.8,21.0,False
91572,10302,DFW,Captain,2024-06,78.1,100,78.1,18,0,5,6.2,38.2,True
91573,10303,DFW,Senior FA,2024-01,72.7,90,80.8,15,0,6,6.8,45.3,False
91574,10303,DFW,Senior FA,2024-02,46.0,90,51.1,11,0,6,5.2,23.4,False
91575,10303,DFW,Senior FA,2024-03,94.5,90,105.0,18,1,6,3.5,64.6,False
91576,10303,DFW,Senior FA,2024-04,82.2,90,91.3,16,1,5,19.0,64.7,False
91577,10303,DFW,Senior FA,2024-05,49.1,90,54.6,11,0,5,22.2,27.4,False
91578,10303,DFW,Senior FA,2024-06,53.6,90,59.6,14,0,6,6.3,29.8,False
91579,10304,DFW,Captain,2024-01,105.0,100,105.0,19,0,4,13.4,53.5,False
91580,10304,DFW,Captain,2024-02,99.5,100,99.5,15,1,6,17.3,67.8,True
91581,10304,DFW,Captain,2024-03,73.6,100,73.6,14,0,6,8.6,43.0,False
91582,10304,DFW,Captain,2024-04,51.0,100,51.0,14,0,3,17.8,30.9,False
91583,10304,DFW,Captain,2024-05,67.3,100,67.3,15,0,3,19.4,38.4,False
91584,10304,DFW,Captain,2024-06,105.0,100,105.0,18,1,5,13.0,66.1,False
91585,10305,DFW,Flight Attendant,2024-01,93.0,90,103.3,19,0,5,8.3,54.7,False
91586,10305,DFW,Flight Attendant,2024-02,94.5,90,105.0,18,2,7,2.4,82.0,False
91587,10305,DFW,Flight Attendant,2024-03,58.8,90,65.3,16,0,5,22.2,31.6,False
91588,10305,DFW,Flight Attendant,2024-04,70.9,90,78.8,18,0,5,3.9,34.4,True
91589,10305,DFW,Flight Attendant,2024-05,64.7,90,71.9,12,0,5,18.3,41.3,True
91590,10305,DFW,Flight Attendant,2024-06,49.1,90,54.6,14,0,6,10.1,24.9,True
91591,10306,DFW,First Officer,2024-01,88.4,100,88.4,19,2,6,0.1,66.2,False
91592,10306,DFW,First Officer,2024-02,94.0,100,94.0,15,0,4,23.7,53.6,False
91593,10306,DFW,First Officer,2024-03,38.2,100,38.2,10,0,6,15.0,21.0,False
91594,10306,DFW,First Officer,2024-04,87.3,100,87.3,17,2,6,4.0,69.0,False
91595,10306,DFW,First Officer,2024-05,70.2,100,70.2,14,0,6,14.8,41.0,True
91596,10306,DFW,First Officer,2024-06,62.7,100,62.7,12,0,5,22.1,35.9,False
91597,10307,DFW,Captain,2024-01,43.5,100,43.5,8,0,3,11.8,27.3,False
91598,10307,DFW,Captain,2024-02,60.2,100,60.2,17,0,5,8.5,32.9,True
91599,10307,DFW,Captain,2024-03,105.0,100,105.0,16,2,3,11.5,79.4,False
91600,10307,DFW,Captain,2024-04,57.5,100,57.5,13,0,6,14.0,33.3,False
91601,10307,DFW,Captain,2024-05,62.6,100,62.6,15,0,3,2.8,31.3,True
91602,10307,DFW,Captain,2024-06,96.3,100,96.3,18,2,3,6.3,75.2,False
91603,10310,DFW,Captain,2024-01,33.5,100,33.5,9,0,3,2.2,18.9,False
91604,10310,DFW,Captain,2024-02,69.8,100,69.8,18,0,3,19.4,42.4,False
91605,10310,DFW,Captain,2024-03,70.6,100,70.6,11,0,5,4.7,38.6,False
91606,10310,DFW,Captain,2024-04,64.3,100,64.3,12,0,6,19.2,33.5,False
