pairing_id,departure_date,departure_time,arrival_time,origin,destination,aircraft_type,flight_duration_hrs,pairing_type,pilots_required,fas_required,assigned_pilot_id,assigned_fa_id,is_deadhead,base
51441,2024-03-04,2024-03-04 15:15,2024-03-04 17:05,JFK,ALB,A320,1.84,Multi-day,2,2,10457,10473,False,JFK
51442,2024-03-05,2024-03-05 19:15,2024-03-05 23:45,JFK,BWI,B737,4.51,Turn,2,2,10477,10469,False,JFK
51443,2024-06-11,2024-06-11 09:15,2024-06-11 13:21,ORD,CMH,B737,4.1,Overnight,2,2,10007,10085,False,ORD
51444,2024-06-10,2024-06-10 09:45,2024-06-10 12:54,LAX,SAN,A321,3.16,Overnight,2,3,10391,10360,True,LAX
51445,2024-04-30,2024-04-30 21:45,2024-05-01 01:50,LAX,BUR,B737,4.09,Turn,2,2,10438,10374,False,LAX
51446,2024-06-18,2024-06-18 16:15,2024-06-18 17:54,JFK,ROC,A320,1.66,Overnight,2,2,10462,10453,False,JFK
51447,2024-03-01,2024-03-01 13:30,2024-03-01 16:47,LAX,SJC,A320,3.29,Overnight,2,2,10391,10401,False,LAX
51448,2024-01-21,2024-01-21 09:15,2024-01-21 12:22,LAX,ONT,B737,3.13,Turn,2,2,10394,10382,False,LAX
51449,2024-05-23,2024-05-23 11:15,2024-05-23 14:57,JFK,BDL,B757,3.7,Turn,2,3,10492,10482,False,JFK
51450,2024-03-13,2024-03-13 10:00,2024-03-13 15:11,ATL,MSY,B757,5.19,Overnight,2,3,10235,10152,False,ATL
51451,2024-04-05,2024-04-05 13:15,2024-04-05 14:52,ATL,RDU,A320,1.62,Overnight,2,2,10233,10229,False,ATL
51452,2024-05-07,2024-05-07 19:15,2024-05-07 21:00,DFW,AUS,B737,1.75,Turn,2,2,10342,10317,False,DFW
51453,2024-06-20,2024-06-20 08:45,2024-06-20 11:13,ATL,MIA,B767,2.47,Turn,2,4,10205,10183,False,ATL
51454,2024-02-11,2024-02-11 12:00,2024-02-11 15:39,ORD,CLE,B757,3.67,Turn,2,3,10095,10109,False,ORD
51455,2024-04-03,2024-04-03 12:15,2024-04-03 14:01,ORD,IND,B737,1.77,Overnight,2,2,10111,10039,True,ORD
51456,2024-05-15,2024-05-15 06:15,2024-05-15 11:27,LAX,SMF,B757,5.21,Turn,2,3,10361,10384,False,LAX
51457,2024-06-25,2024-06-25 16:15,2024-06-25 18:21,LAX,SFO,A320,2.11,Turn,2,2,10436,10373,False,LAX
51458,2024-01-28,2024-01-28 21:30,2024-01-29 02:10,ATL,MIA,A320,4.68,Turn,2,2,10212,10231,False,ATL
51459,2024-04-19,2024-04-19 05:15,2024-04-19 09:18,DFW,LBB,B737,4.07,Multi-day,2,2,10342,10325,False,DFW
51460,2024-03-26,2024-03-26 18:15,2024-03-26 19:26,LAX,SAN,B737,1.19,Turn,2,2,10394,10386,False,LAX
51461,2024-04-18,2024-04-18 11:00,2024-04-18 14:36,DFW,ELP,A321,3.61,Overnight,2,3,10319,10317,False,DFW
51462,2024-05-15,2024-05-15 11:15,2024-05-15 15:29,DFW,SAT,B767,4.24,Turn,2,4,10297,10286,False,DFW
51463,2024-01-05,2024-01-05 09:45,2024-01-05 11:49,ATL,MIA,B737,2.07,Overnight,2,2,10212,10160,False,ATL
51464,2024-03-05,2024-03-05 13:30,2024-03-05 17:45,LAX,BUR,B737,4.26,Overnight,2,2,10429,10409,False,LAX
51465,2024-05-26,2024-05-26 09:00,2024-05-26 10:27,JFK,PHL,A321,1.46,Overnight,2,3,10498,10449,False,JFK
51466,2024-01-11,2024-01-11 21:30,2024-01-12 01:14,ATL,BNA,A321,3.74,Multi-day,2,3,10170,10194,False,ATL
51467,2024-01-30,2024-01-30 07:30,2024-01-30 12:36,DFW,OKC,B737,5.1,Multi-day,2,2,10297,10322,False,DFW
51468,2024-02-28,2024-02-28 19:00,2024-02-29 00:18,ORD,IND,B737,5.31,Red-eye,2,2,10036,10125,False,ORD
51469,2024-06-23,2024-06-23 09:30,2024-06-23 12:05,ATL,MIA,A320,2.58,Overnight,2,2,10170,10171,False,ATL
51470,2024-06-08,2024-06-08 16:45,2024-06-08 19:00,DFW,SAT,B737,2.25,Overnight,2,2,10253,10268,False,DFW
51471,2024-04-18,2024-04-18 19:15,2024-04-18 21:06,LAX,SAN,B757,1.86,Overnight,2,3,10372,10415,False,LAX
51472,2024-01-11,2024-01-11 08:30,2024-01-11 09:50,ORD,MSP,B737,1.34,Overnight,2,2,10074,10117,True,ORD
51473,2024-05-27,2024-05-27 09:45,2024-05-27 13:41,ORD,IND,B757,3.94,Turn,2,3,10081,10038,False,ORD
51474,2024-05-19,2024-05-19 11:30,2024-05-19 15:41,DFW,ELP,B737,4.2,Turn,2,2,10302,10252,False,DFW
51475,2024-04-17,2024-04-17 10:00,2024-04-17 15:06,ORD,IND,B757,5.11,Red-eye,2,3,10036,10039,False,ORD
51476,2024-03-16,2024-03-16 21:45,2024-03-17 01:10,ATL,MSY,A321,3.43,Overnight,2,3,10129,10188,False,ATL
51477,2024-03-17,2024-03-17 07:15,2024-03-17 09:10,DFW,ELP,B737,1.92,Overnight,2,2,10262,10331,False,DFW
51478,2024-02-27,2024-02-27 16:30,2024-02-27 17:32,ATL,TPA,B737,1.05,Overnight,2,2,10212,10245,False,ATL
51479,2024-02-02,2024-02-02 12:30,2024-02-02 15:42,ORD,CLE,B757,3.2,Turn,2,3,10048,10083,True,ORD
51480,2024-04-12,2024-04-12 19:45,2024-04-12 21:24,ORD,STL,B737,1.66,Red-eye,2,2,10036,10069,False,ORD
51481,2024-05-08,2024-05-08 05:30,2024-05-08 10:23,DFW,AUS,B767,4.88,Multi-day,2,4,10283,10332,False,DFW
51482,2024-05-18,2024-05-18 20:00,2024-05-19 00:43,LAX,ONT,A320,4.73,Turn,2,2,10396,10430,False,LAX
51483,2024-06-29,2024-06-29 09:45,2024-06-29 13:26,ORD,PIT,B767,3.69,Turn,2,4,10074,10070,False,ORD
51484,2024-05-27,2024-05-27 05:30,2024-05-27 10:16,DFW,SAT,B787,4.77,Overnight,2,4,10277,10286,False,DFW
51485,2024-06-04,2024-06-04 17:45,2024-06-04 22:56,LAX,ONT,B767,5.2,Overnight,2,4,10412,10367,False,LAX
51486,2024-04-06,2024-04-06 07:30,2024-04-06 11:51,ATL,MSY,B757,4.35,Turn,2,3,10154,10175,False,ATL
51487,2024-02-03,2024-02-03 20:45,2024-02-04 00:20,DFW,LBB,A320,3.6,Overnight,2,2,10310,10317,False,DFW
51488,2024-03-20,2024-03-20 05:45,2024-03-20 07:55,JFK,BWI,B737,2.17,Multi-day,2,2,10465,10493,False,JFK
51489,2024-06-04,2024-06-04 14:15,2024-06-04 16:07,ORD,CLE,B757,1.87,Overnight,2,3,10098,10106,False,ORD
51490,2024-06-14,2024-06-14 22:30,2024-06-15 01:53,ATL,MSY,B787,3.39,Multi-day,2,4,10234,10145,False,ATL
51491,2024-05-04,2024-05-04 05:45,2024-05-04 10:43,ORD,MKE,A321,4.98,Overnight,2,3,10098,10077,False,ORD
51492,2024-05-12,2024-05-12 19:15,2024-05-13 00:44,DFW,TUL,B737,5.5,Turn,2,2,10287,10317,False,DFW
51493,2024-04-22,2024-04-22 21:45,2024-04-23 01:52,ATL,RDU,B767,4.12,Overnight,2,4,10206,10202,False,ATL
51494,2024-02-23,2024-02-23 11:30,2024-02-23 15:38,ORD,DTW,B757,4.14,Multi-day,2,3,10035,10040,True,ORD
51495,2024-06-19,2024-06-19 15:45,2024-06-19 19:10,LAX,SFO,B737,3.43,Overnight,2,2,10394,10362,False,LAX
51496,2024-05-24,2024-05-24 07:15,2024-05-24 08:58,ORD,MSP,B737,1.73,Overnight,2,2,10098,10063,False,ORD
51497,2024-03-02,2024-03-02 19:00,2024-03-02 23:26,JFK,SYR,B737,4.44,Turn,2,2,10484,10469,False,JFK
51498,2024-06-10,2024-06-10 14:00,2024-06-10 16:29,JFK,PHL,B737,2.49,Turn,2,2,10496,10454,False,JFK
51499,2024-05-20,2024-05-20 17:45,2024-05-20 20:28,JFK,BOS,B757,2.73,Multi-day,2,3,10465,10459,False,JFK
51500,2024-02-03,2024-02-03 09:30,2024-02-03 13:27,ATL,CLT,A320,3.95,Multi-day,2,2,10222,10177,False,ATL
51501,2024-06-01,2024-06-01 18:00,2024-06-01 20:14,JFK,BWI,A321,2.25,Turn,2,3,10498,10449,False,JFK
51502,2024-03-02,2024-03-02 15:30,2024-03-02 20:18,JFK,ALB,B737,4.82,Overnight,2,2,10492,10441,False,JFK
51503,2024-02-26,2024-02-26 14:00,2024-02-26 18:24,LAX,SFO,B737,4.4,Overnight,2,2,10425,10409,False,LAX
51504,2024-05-25,2024-05-25 22:30,2024-05-26 01:22,LAX,BUR,A321,2.87,Turn,2,3,10394,10360,False,LAX
51505,2024-02-11,2024-02-11 09:15,2024-02-11 14:38,DFW,LBB,B767,5.4,Turn,2,4,10259,10314,False,DFW
51506,2024-01-24,2024-01-24 17:15,2024-01-24 18:15,ORD,STL,B767,1.0,Overnight,2,4,10068,10004,False,ORD
51507,2024-04-12,2024-04-12 18:15,2024-04-12 22:20,LAX,ONT,B757,4.1,Multi-day,2,3,10400,10439,False,LAX
51508,2024-04-25,2024-04-25 11:30,2024-04-25 12:53,LAX,LAS,A321,1.38,Multi-day,2,3,10390,10414,False,LAX
51509,2024-04-10,2024-04-10 14:15,2024-04-10 16:33,JFK,PHL,B767,2.32,Multi-day,2,4,10492,10460,False,JFK
51510,2024-02-17,2024-02-17 12:45,2024-02-17 14:43,ORD,IND,A320,1.98,Turn,2,2,10095,10047,False,ORD
51511,2024-03-20,2024-03-20 17:30,2024-03-20 18:47,JFK,BOS,B737,1.3,Turn,2,2,10462,10449,False,JFK
51512,2024-06-21,2024-06-21 14:30,2024-06-21 17:46,ATL,MIA,B757,3.28,Overnight,2,3,10240,10131,True,ATL
51513,2024-06-05,2024-06-05 13:15,2024-06-05 18:00,DFW,LBB,A321,4.75,Multi-day,2,3,10343,10273,False,DFW
51514,2024-06-30,2024-06-30 17:45,2024-06-30 22:14,ORD,STL,B787,4.49,Multi-day,2,4,10124,10044,False,ORD
51515,2024-06-01,2024-06-01 13:30,2024-06-01 17:39,ORD,DTW,A320,4.15,Turn,2,2,10016,10026,False,ORD
51516,2024-06-10,2024-06-10 18:15,2024-06-10 20:37,ATL,CLT,B757,2.38,Turn,2,3,10235,10199,False,ATL
51517,2024-02-08,2024-02-08 11:15,2024-02-08 15:41,LAX,BUR,B737,4.45,Turn,2,2,10363,10408,False,LAX
51518,2024-02-21,2024-02-21 21:45,2024-02-22 02:11,JFK,BOS,B767,4.43,Multi-day,2,4,10491,10452,False,JFK
51519,2024-02-13,2024-02-13 07:15,2024-02-13 11:15,DFW,HOU,B737,4.01,Turn,2,2,10291,10322,False,DFW
51520,2024-06-10,2024-06-10 17:00,2024-06-10 20:52,ATL,CLT,B737,3.88,Overnight,2,2,10235,10153,False,ATL
51521,2024-04-14,2024-04-14 06:00,2024-04-14 11:00,LAX,SFO,A320,5.01,Turn,2,2,10394,10430,False,LAX
51522,2024-05-20,2024-05-20 08:30,2024-05-20 13:34,DFW,HOU,B767,5.08,Turn,2,4,10302,10286,False,DFW
51523,2024-05-19,2024-05-19 17:45,2024-05-19 22:32,ORD,PIT,A321,4.79,Overnight,2,3,10002,10011,False,ORD
51524,2024-02-29,2024-02-29 18:15,2024-02-29 22:47,ORD,DTW,B787,4.55,Multi-day,2,4,10052,10042,False,ORD
51525,2024-04-11,2024-04-11 15:30,2024-04-11 19:22,ORD,CLE,A320,3.87,Overnight,2,2,10013,10093,False,ORD
51526,2024-02-07,2024-02-07 11:30,2024-02-07 15:54,DFW,ABQ,A320,4.4,Overnight,2,2,10301,10311,True,DFW
51527,2024-06-11,2024-06-11 17:45,2024-06-11 20:42,DFW,HOU,B737,2.96,Multi-day,2,2,10301,10266,False,DFW
51528,2024-06-13,2024-06-13 21:30,2024-06-14 01:55,LAX,SFO,B737,4.42,Turn,2,2,10412,10413,False,LAX
51529,2024-04-17,2024-04-17 06:45,2024-04-17 10:51,LAX,LAS,B737,4.1,Turn,2,2,10428,10401,False,LAX
51530,2024-03-12,2024-03-12 15:15,2024-03-12 17:32,ORD,IND,B767,2.3,Overnight,2,4,10074,10062,False,ORD
51531,2024-03-12,2024-03-12 12:30,2024-03-12 17:31,LAX,BUR,B757,5.02,Turn,2,3,10383,10418,False,LAX
51532,2024-05-13,2024-05-13 12:00,2024-05-13 15:23,ORD,MKE,B737,3.4,Overnight,2,2,10034,10086,False,ORD
51533,2024-04-30,2024-04-30 10:15,2024-04-30 15:30,LAX,SMF,B757,5.26,Turn,2,3,10353,10354,False,LAX
51534,2024-01-04,2024-01-04 14:45,2024-01-04 16:37,ORD,MSP,A321,1.88,Multi-day,2,3,10111,10006,False,ORD
51535,2024-02-26,2024-02-26 20:30,2024-02-27 00:03,DFW,LBB,B767,3.56,Overnight,2,4,10287,10346,False,DFW
51536,2024-02-23,2024-02-23 17:00,2024-02-23 18:18,LAX,BUR,B737,1.32,Overnight,2,2,10419,10374,False,LAX
51537,2024-06-17,2024-06-17 10:45,2024-06-17 11:53,DFW,AUS,B767,1.14,Multi-day,2,4,10302,10330,False,DFW
51538,2024-04-11,2024-04-11 12:45,2024-04-11 16:54,JFK,BDL,A320,4.16,Turn,2,2,10492,10453,False,JFK
51539,2024-06-01,2024-06-01 09:15,2024-06-01 14:31,ATL,MIA,A320,5.27,Turn,2,2,10238,10173,False,ATL
51540,2024-03-24,2024-03-24 16:45,2024-03-24 21:38,ATL,TPA,B737,4.89,Multi-day,2,2,10242,10163,False,ATL
51541,2024-03-03,2024-03-03 22:00,2024-03-03 23:55,ORD,PIT,B767,1.92,Overnight,2,4,10124,10057,False,ORD
51542,2024-04-05,2024-04-05 16:15,2024-04-05 19:40,ATL,CHS,B737,3.42,Overnight,2,2,10232,10186,False,ATL
51543,2024-04-29,2024-04-29 12:30,2024-04-29 14:47,ATL,CHS,A320,2.29,Turn,2,2,10246,10247,False,ATL
51544,2024-02-04,2024-02-04 09:00,2024-02-04 11:44,ORD,IND,B787,2.74,Overnight,2,4,10087,10060,False,ORD
51545,2024-05-04,2024-05-04 17:45,2024-05-04 20:42,ATL,TPA,B737,2.95,Turn,2,2,10172,10215,False,ATL
51546,2024-01-09,2024-01-09 13:15,2024-01-09 16:35,ATL,BNA,A321,3.35,Turn,2,3,10240,10225,False,ATL
51547,2024-03-13,2024-03-13 13:15,2024-03-13 17:44,DFW,HOU,B757,4.49,Multi-day,2,3,10301,10350,False,DFW
51548,2024-04-28,2024-04-28 08:45,2024-04-28 13:58,LAX,ONT,B737,5.23,Red-eye,2,2,10394,10384,False,LAX
51549,2024-05-01,2024-05-01 05:15,2024-05-01 10:41,LAX,BUR,B737,5.44,Multi-day,2,2,10352,10382,False,LAX
51550,2024-06-01,2024-06-01 07:45,2024-06-01 12:12,ATL,BNA,B757,4.46,Multi-day,2,3,10136,10188,False,ATL
51551,2024-02-04,2024-02-04 22:30,2024-02-05 00:27,DFW,AUS,B737,1.95,Multi-day,2,2,10259,10349,False,DFW
51552,2024-02-19,2024-02-19 05:45,2024-02-19 09:06,ATL,TPA,B757,3.35,Multi-day,2,3,10184,10152,False,ATL
51553,2024-02-16,2024-02-16 12:30,2024-02-16 15:01,JFK,ROC,B757,2.53,Multi-day,2,3,10465,10445,False,JFK
51554,2024-04-06,2024-04-06 19:45,2024-04-06 20:47,ORD,PIT,A320,1.04,Turn,2,2,10008,10063,False,ORD
51555,2024-05-11,2024-05-11 05:15,2024-05-11 09:48,DFW,ABQ,A320,4.56,Turn,2,2,10313,10288,False,DFW
51556,2024-04-30,2024-04-30 12:30,2024-04-30 13:31,JFK,ALB,A321,1.02,Overnight,2,3,10492,10473,False,JFK
51557,2024-03-20,2024-03-20 07:45,2024-03-20 11:15,ATL,CLT,A321,3.51,Overnight,2,3,10154,10243,True,ATL
51558,2024-01-17,2024-01-17 15:30,2024-01-17 19:02,DFW,ABQ,B737,3.54,Multi-day,2,2,10292,10268,False,DFW
51559,2024-05-19,2024-05-19 05:15,2024-05-19 10:39,DFW,ABQ,A320,5.41,Turn,2,2,10259,10328,True,DFW
51560,2024-06-05,2024-06-05 10:45,2024-06-05 14:24,ORD,CMH,A321,3.66,Overnight,2,3,10048,10101,False,ORD
51561,2024-06-18,2024-06-18 19:45,2024-06-18 22:33,ORD,DTW,A320,2.82,Multi-day,2,2,10108,10010,False,ORD
51562,2024-06-09,2024-06-09 19:30,2024-06-09 22:07,ATL,RDU,B737,2.62,Turn,2,2,10212,10194,False,ATL
51563,2024-04-19,2024-04-19 15:00,2024-04-19 16:50,ATL,TPA,A320,1.83,Multi-day,2,2,10230,10231,False,ATL
51564,2024-06-10,2024-06-10 21:45,2024-06-11 03:02,ATL,TPA,A320,5.29,Multi-day,2,2,10237,10213,False,ATL
51565,2024-04-04,2024-04-04 06:15,2024-04-04 10:45,LAX,SAN,A320,4.51,Multi-day,2,2,10398,10426,False,LAX
51566,2024-03-14,2024-03-14 07:00,2024-03-14 08:55,ORD,MKE,A320,1.93,Turn,2,2,10108,10070,False,ORD
51567,2024-01-14,2024-01-14 08:00,2024-01-14 13:21,ATL,TPA,B737,5.36,Turn,2,2,10134,10182,False,ATL
51568,2024-01-22,2024-01-22 18:45,2024-01-22 22:24,ATL,TPA,B737,3.66,Overnight,2,2,10214,10231,False,ATL
51569,2024-06-16,2024-06-16 05:15,2024-06-16 06:29,LAX,ONT,A320,1.23,Overnight,2,2,10411,10376,False,LAX
51570,2024-03-03,2024-03-03 17:15,2024-03-03 19:51,DFW,HOU,A320,2.61,Turn,2,2,10306,10330,False,DFW
51571,2024-02-13,2024-02-13 11:15,2024-02-13 16:36,ATL,TPA,A321,5.36,Overnight,2,3,10201,10243,False,ATL
51572,2024-03-16,2024-03-16 06:30,2024-03-16 11:42,ATL,CLT,A321,5.21,Turn,2,3,10195,10153,False,ATL
51573,2024-02-09,2024-02-09 12:30,2024-02-09 13:57,ATL,CHS,B737,1.45,Turn,2,2,10234,10220,False,ATL
51574,2024-02-15,2024-02-15 14:30,2024-02-15 18:18,LAX,BUR,A320,3.81,Turn,2,2,10432,10402,False,LAX
51575,2024-03-08,2024-03-08 13:30,2024-03-08 16:24,ORD,PIT,A320,2.91,Overnight,2,2,10001,10061,False,ORD
51576,2024-05-19,2024-05-19 22:30,2024-05-20 00:43,ORD,PIT,A320,2.22,Overnight,2,2,10074,10012,True,ORD
51577,2024-03-25,2024-03-25 08:45,2024-03-25 11:54,JFK,BWI,B737,3.16,Overnight,2,2,10450,10485,False,JFK
51578,2024-04-01,2024-04-01 17:00,2024-04-01 18:07,ATL,MSY,B737,1.13,Turn,2,2,10204,10208,False,ATL
51579,2024-01-19,2024-01-19 21:30,2024-01-19 23:39,ORD,PIT,B757,2.15,Red-eye,2,3,10099,10094,False,ORD
51580,2024-01-19,2024-01-19 07:15,2024-01-19 09:58,JFK,DCA,A321,2.73,Multi-day,2,3,10462,10471,False,JFK
51581,2024-04-06,2024-04-06 06:00,2024-04-06 10:31,JFK,ALB,B757,4.53,Overnight,2,3,10475,10441,False,JFK
51582,2024-01-21,2024-01-21 19:30,2024-01-22 00:58,LAX,SFO,A321,5.47,Turn,2,3,10390,10439,False,LAX
51583,2024-06-21,2024-06-21 21:30,2024-06-21 23:02,ORD,CMH,B757,1.54,Turn,2,3,10084,10077,False,ORD
51584,2024-04-04,2024-04-04 06:15,2024-04-04 11:08,LAX,SFO,B737,4.89,Overnight,2,2,10416,10409,False,LAX
51585,2024-02-18,2024-02-18 06:15,2024-02-18 11:22,DFW,ABQ,B787,5.13,Multi-day,2,4,10277,10338,False,DFW
51586,2024-06-17,2024-06-17 19:30,2024-06-17 23:56,DFW,TUL,A320,4.44,Turn,2,2,10306,10311,False,DFW
51587,2024-06-02,2024-06-02 05:45,2024-06-02 10:11,ORD,CLE,B737,4.44,Turn,2,2,10068,10050,False,ORD
51588,2024-04-23,2024-04-23 07:45,2024-04-23 11:23,ATL,BNA,B757,3.65,Overnight,2,3,10246,10213,False,ATL
51589,2024-01-15,2024-01-15 19:45,2024-01-15 22:12,ATL,CLT,A320,2.45,Overnight,2,2,10233,10218,False,ATL
51590,2024-01-11,2024-01-11 13:15,2024-01-11 15:29,ORD,PIT,A320,2.24,Turn,2,2,10112,10022,False,ORD
51591,2024-03-27,2024-03-27 05:45,2024-03-27 07:43,LAX,SFO,B757,1.97,Turn,2,3,10363,10415,False,LAX
51592,2024-02-28,2024-02-28 15:15,2024-02-28 19:16,LAX,SJC,B767,4.03,Overnight,2,4,10357,10373,False,LAX
51593,2024-03-02,2024-03-02 16:15,2024-03-02 19:43,LAX,LAS,A320,3.48,Multi-day,2,2,10363,10368,False,LAX
51594,2024-02-19,2024-02-19 19:30,2024-02-19 23:31,DFW,AUS,B737,4.03,Multi-day,2,2,10291,10286,False,DFW
51595,2024-02-10,2024-02-10 06:00,2024-02-10 07:32,JFK,BOS,B737,1.54,Overnight,2,2,10448,10481,False,JFK
51596,2024-01-24,2024-01-24 18:15,2024-01-24 19:25,DFW,HOU,B767,1.18,Overnight,2,4,10272,10298,False,DFW
51597,2024-04-26,2024-04-26 09:00,2024-04-26 13:50,JFK,BOS,B757,4.85,Overnight,2,3,10448,10488,False,JFK
51598,2024-02-28,2024-02-28 15:30,2024-02-28 17:50,LAX,SMF,B757,2.35,Overnight,2,3,10425,10403,False,LAX
51599,2024-03-30,2024-03-30 11:15,2024-03-30 14:44,JFK,SYR,B737,3.49,Multi-day,2,2,10448,10452,False,JFK
51600,2024-04-28,2024-04-28 10:00,2024-04-28 14:33,ORD,CLE,A320,4.56,Red-eye,2,2,10079,10091,False,ORD
51601,2024-03-13,2024-03-13 13:15,2024-03-13 14:28,ORD,MSP,B737,1.23,Turn,2,2,10043,10063,False,ORD
51602,2024-02-20,2024-02-20 06:00,2024-02-20 11:03,ORD,MSP,B737,5.06,Multi-day,2,2,10099,10039,False,ORD
51603,2024-06-11,2024-06-11 16:15,2024-06-11 17:37,ATL,MIA,A320,1.37,Overnight,2,2,10246,10243,False,ATL
51604,2024-04-26,2024-04-26 06:45,2024-04-26 11:36,JFK,BOS,A320,4.86,Overnight,2,2,10462,10497,False,JFK
51605,2024-02-04,2024-02-04 14:15,2024-02-04 15:37,JFK,BDL,B767,1.38,Red-eye,2,4,10457,10474,False,JFK
51606,2024-06-21,2024-06-21 08:30,2024-06-21 11:48,ORD,CLE,A320,3.31,Multi-day,2,2,10088,10061,False,ORD
51607,2024-04-13,2024-04-13 14:45,2024-04-13 16:26,ORD,MSP,A320,1.7,Multi-day,2,2,10003,10086,False,ORD
51608,2024-04-12,2024-04-12 05:30,2024-04-12 07:14,ATL,MCO,A320,1.75,Red-eye,2,2,10235,10190,False,ATL
51609,2024-01-06,2024-01-06 12:00,2024-01-06 16:26,JFK,ALB,B737,4.45,Overnight,2,2,10480,10451,False,JFK
51610,2024-03-18,2024-03-18 19:15,2024-03-18 20:52,LAX,LAS,A321,1.63,Red-eye,2,3,10370,10373,False,LAX
51611,2024-02-28,2024-02-28 07:45,2024-02-28 08:47,ATL,CHS,A321,1.04,Overnight,2,3,10223,10183,False,ATL
51612,2024-05-16,2024-05-16 08:45,2024-05-16 12:21,LAX,BUR,B737,3.6,Overnight,2,2,10425,10421,False,LAX
51613,2024-05-05,2024-05-05 16:30,2024-05-05 20:16,DFW,AUS,B757,3.78,Turn,2,3,10262,10290,False,DFW
51614,2024-06-02,2024-06-02 11:30,2024-06-02 15:56,JFK,BDL,A320,4.44,Turn,2,2,10498,10497,False,JFK
51615,2024-04-19,2024-04-19 10:00,2024-04-19 14:29,ATL,MSY,A321,4.49,Turn,2,3,10136,10189,True,ATL
51616,2024-04-08,2024-04-08 06:00,2024-04-08 07:53,LAX,SMF,A321,1.89,Overnight,2,3,10411,10423,False,LAX
51617,2024-03-11,2024-03-11 20:45,2024-03-12 01:11,JFK,PHL,A320,4.43,Turn,2,2,10496,10453,False,JFK
51618,2024-05-23,2024-05-23 16:45,2024-05-23 18:29,LAX,SFO,A320,1.74,Turn,2,2,10394,10430,False,LAX
51619,2024-05-31,2024-05-31 11:00,2024-05-31 13:03,LAX,BUR,B757,2.06,Overnight,2,3,10361,10437,False,LAX
51620,2024-06-25,2024-06-25 05:45,2024-06-25 08:54,ORD,PIT,B737,3.16,Overnight,2,2,10116,10004,False,ORD
51621,2024-04-27,2024-04-27 12:00,2024-04-27 15:38,LAX,SFO,A320,3.64,Turn,2,2,10438,10358,False,LAX
51622,2024-05-10,2024-05-10 09:45,2024-05-10 11:43,LAX,SAN,B737,1.98,Overnight,2,2,10389,10415,False,LAX
51623,2024-03-19,2024-03-19 11:15,2024-03-19 14:13,LAX,SJC,B767,2.98,Overnight,2,4,10416,10424,True,LAX
51624,2024-05-29,2024-05-29 12:00,2024-05-29 15:07,LAX,BUR,A321,3.12,Overnight,2,3,10352,10421,True,LAX
51625,2024-05-03,2024-05-03 06:45,2024-05-03 10:10,JFK,ROC,B737,3.42,Turn,2,2,10457,10494,False,JFK
51626,2024-05-09,2024-05-09 05:00,2024-05-09 08:49,ATL,MCO,B737,3.82,Overnight,2,2,10250,10179,False,ATL
51627,2024-03-07,2024-03-07 07:30,2024-03-07 12:16,DFW,SAT,A320,4.78,Overnight,2,2,10319,10311,False,DFW
51628,2024-02-03,2024-02-03 16:00,2024-02-03 21:05,ORD,CLE,B767,5.1,Red-eye,2,4,10052,10064,False,ORD
51629,2024-05-01,2024-05-01 15:15,2024-05-01 18:56,ATL,RDU,A321,3.69,Turn,2,3,10250,10132,False,ATL
51630,2024-01-31,2024-01-31 07:30,2024-01-31 08:31,ORD,MSP,B737,1.03,Multi-day,2,2,10099,10118,False,ORD
51631,2024-06-10,2024-06-10 19:15,2024-06-11 00:37,ATL,CHS,B767,5.38,Overnight,2,4,10217,10243,False,ATL
51632,2024-01-03,2024-01-03 05:15,2024-01-03 08:16,ORD,IND,A320,3.03,Turn,2,2,10090,10031,False,ORD
51633,2024-02-01,2024-02-01 11:00,2024-02-01 16:28,ORD,CLE,B767,5.47,Turn,2,4,10016,10117,False,ORD
51634,2024-03-01,2024-03-01 11:45,2024-03-01 14:50,ORD,PIT,B737,3.09,Turn,2,2,10090,10070,False,ORD
51635,2024-03-02,2024-03-02 16:30,2024-03-02 20:39,DFW,SAT,B767,4.16,Overnight,2,4,10281,10278,False,DFW
51636,2024-04-25,2024-04-25 05:00,2024-04-25 06:16,ATL,BNA,A320,1.27,Red-eye,2,2,10230,10151,False,ATL
51637,2024-06-06,2024-06-06 17:00,2024-06-06 19:26,ATL,CHS,B767,2.44,Turn,2,4,10180,10220,False,ATL
51638,2024-04-28,2024-04-28 21:30,2024-04-28 22:52,ATL,MSY,A320,1.38,Turn,2,2,10214,10243,False,ATL
51639,2024-01-07,2024-01-07 15:00,2024-01-07 17:54,ORD,CLE,B767,2.91,Multi-day,2,4,10033,10080,False,ORD
51640,2024-05-17,2024-05-17 21:00,2024-05-18 01:50,ORD,IND,B737,4.83,Turn,2,2,10035,10118,False,ORD
51641,2024-02-17,2024-02-17 08:00,2024-02-17 11:24,ORD,PIT,B737,3.42,Turn,2,2,10029,10114,False,ORD
51642,2024-03-22,2024-03-22 09:45,2024-03-22 12:10,ORD,CMH,B737,2.42,Turn,2,2,10079,10047,False,ORD
51643,2024-05-23,2024-05-23 06:45,2024-05-23 09:30,ATL,MIA,B737,2.75,Turn,2,2,10205,10156,False,ATL
51644,2024-01-07,2024-01-07 18:30,2024-01-07 19:41,ORD,MKE,A320,1.18,Overnight,2,2,10108,10083,False,ORD
51645,2024-01-19,2024-01-19 09:00,2024-01-19 14:06,ORD,PIT,A321,5.11,Overnight,2,3,10090,10093,False,ORD
